batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
,c Karthik b Mohammad Asif,4,2,1,0,200.0,Inn2,Kings XI Punjab,Delhi Daredevils,won,10545,16:00:00,27,2008,4,"Punjab Cricket Association IS Bindra Stadium, Mohali"
Jacob Oram,not out,0,0,0,0,0.0,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
MS Dhoni,c sub (R Vinay Kumar) b Khan,65,30,9,3,216.67,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Suresh Raina,run out (Jaffer/Boucher),28,17,1,2,164.71,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Matthew Hayden,b Khan,13,19,2,0,68.42,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Michael Hussey,c Dravid b Khan,47,37,3,2,127.03,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
,c Kallis b Kumar,21,17,2,1,123.53,Inn1,Chennai Super Kings,Royal Challengers Bangalore,won,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Balachandra Akhil,not out,2,3,0,0,66.67,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Dale Steyn,c Hussey b Joginder Sharma,1,2,0,0,50.0,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Praveen Kumar,run out (Joginder Sharma/Oram/Dhoni),6,5,0,0,120.0,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Zaheer Khan,run out (Raina/Dhoni),8,6,1,0,133.33,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Rahul Dravid,lbw b Gony,0,1,0,0,0.0,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Virat Kohli,b Morkel,12,7,2,0,171.43,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Mark Boucher,c Hussey b Gony,4,6,0,0,66.67,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Jacques Kallis,c Dhoni b Joginder Sharma,14,10,2,0,140.0,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Bharath Chipli,b Gony,8,11,1,0,72.73,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Ross Taylor,c Raina b Amarnath,53,34,3,3,155.88,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
,c Oram b Amarnath,50,33,5,2,151.52,Inn2,Royal Challengers Bangalore,Chennai Super Kings,lost,10544,20:00:00,28,2008,4,"M.Chinnaswamy Stadium, Bengaluru"
Ishant Sharma,not out,0,0,0,0,0.0,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Murali Kartik,c Jayasuriya b Fernando,10,11,1,0,90.91,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Ajit Agarkar,c Nehra b Jayasuriya,2,6,0,0,33.33,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Laxmi Shukla,not out,40,22,4,2,181.82,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
David Hussey,c Nehra b Jayasuriya,17,20,3,0,85.0,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Mohammad Hafeez,c Shah b Jayasuriya,2,6,0,0,33.33,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Debabrata Das,c Uthappa b Bravo,29,20,5,1,145.0,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Ricky Ponting,run out (Rahane/Jayasuriya),19,31,1,0,61.29,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Sourav Ganguly,c Jayasuriya b Pollock,4,2,1,0,200.0,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
,lbw b Pollock,1,2,0,0,50.0,Inn1,Kolkata Knight Riders,Mumbai Indians,lost,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Ajinkya Rahane,c Hussey b Agarkar,4,10,1,0,40.0,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Dwayne Bravo,not out,64,53,8,1,120.75,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Robin Uthappa,not out,37,37,5,0,100.0,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Manish Pandey,b Dinda,0,3,0,0,0.0,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
,b Sharma,18,10,3,1,180.0,Inn2,Mumbai Indians,Kolkata Knight Riders,won,10542,20:00:00,29,2008,4,"Eden Gardens, Kolkata"
Rajat Bhatia,not out,8,5,1,0,160.0,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Manoj Tiwary,not out,11,9,1,0,122.22,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Dinesh Karthik,b Kallis,2,4,0,0,50.0,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Shoaib Malik,b Steyn,6,4,1,0,150.0,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Virender Sehwag,run out (Taylor),24,12,3,1,200.0,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Shikhar Dhawan,c Dravid b Kallis,50,33,4,3,151.52,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Gautam Gambhir,c Kumar b Khan,86,54,11,1,159.26,Inn1,Delhi Daredevils,Royal Challengers Bangalore,won,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Mark Boucher,not out,31,17,2,2,182.35,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Virat Kohli,not out,1,1,0,0,100.0,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Praveen Kumar,c Dhawan b McGrath,6,5,1,0,120.0,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Rahul Dravid,c Sehwag b McGrath,38,30,4,1,126.67,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Jacques Kallis,b Vettori,54,44,6,1,122.73,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Ross Taylor,c Dhawan b McGrath,29,15,3,2,193.33,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
,c Mahesh b McGrath,10,9,0,1,111.11,Inn2,Royal Challengers Bangalore,Delhi Daredevils,lost,10541,20:00:00,30,2008,4,"Arun Jaitley Stadium, Delhi"
Mahesh Rawat,not out,1,1,0,0,100.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Sohail Tanvir,not out,3,3,0,0,100.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Shane Warne,run out (Umar Gul/Saha),7,8,0,0,87.5,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Ravindra Jadeja,b Shukla,33,19,3,1,173.68,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Shane Watson,lbw b Umar Gul,0,1,0,0,0.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Yusuf Pathan,b Umar Gul,55,33,6,2,166.67,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Swapnil Asnodkar,c Hussey b Umar Gul,60,34,10,1,176.47,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Mohammad Kaif,c & b Agarkar,21,18,3,1,116.67,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Graeme Smith,b Sharma,2,7,0,0,28.57,Inn1,Rajasthan Royals,Kolkata Knight Riders,won,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Ishant Sharma,not out,1,1,0,0,100.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Ashok Dinda,c sub (T Kohli) b Watson,1,3,0,0,33.33,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Umar Gul,run out (Jadeja/Rawat),2,2,0,0,100.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Debabrata Das,c Watson b Sohail Tanvir,11,13,1,0,84.62,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Wriddhiman Saha,b Trivedi,1,2,0,0,50.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Laxmi Shukla,run out (Jadeja/Rawat),2,2,0,0,100.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
David Hussey,b Trivedi,42,30,1,2,140.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Ajit Agarkar,c Rawat b Watson,20,13,1,2,153.85,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Salman Butt,b Sohail Tanvir,7,7,1,0,100.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
Brad Hodge,run out (Trivedi),1,3,0,0,33.33,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
,c Kaif b Warne,51,39,4,2,130.77,Inn2,Kolkata Knight Riders,Rajasthan Royals,lost,10540,16:00:00,1,2008,5,"Sawai Mansingh Stadium, Jaipur"
S Badrinath,not out,11,5,0,1,220.0,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Joginder Sharma,not out,0,0,0,0,0.0,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Suresh Raina,run out (Sangwan),3,4,0,0,75.0,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Albie Morkel,c Sehwag b Bhatia,28,16,3,2,175.0,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Vidyut Sivaramakrishnan,c Mahesh b McGrath,54,37,7,1,145.95,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
MS Dhoni,c Shoaib Malik b Mohammad Asif,32,27,2,1,118.52,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Stephen Fleming,b Mahesh,13,13,2,0,100.0,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Parthiv Patel,c Mahesh b Sehwag,21,20,3,0,105.0,Inn1,Chennai Super Kings,Delhi Daredevils,lost,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Gautam Gambhir,b Gony,50,37,5,1,135.14,Inn2,Delhi Daredevils,Chennai Super Kings,won,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Shikhar Dhawan,not out,19,17,2,0,111.76,Inn2,Delhi Daredevils,Chennai Super Kings,won,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
AB de Villiers,not out,26,21,2,0,123.81,Inn2,Delhi Daredevils,Chennai Super Kings,won,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
,c Muralitharan b Joginder Sharma,71,41,7,4,173.17,Inn2,Delhi Daredevils,Chennai Super Kings,won,10538,20:00:00,2,2008,5,"MA Chidambaram Stadium, Chennai"
Zaheer Khan,not out,0,0,0,0,0.0,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Praveen Kumar,run out (Bangar/Styris),8,4,2,0,200.0,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Mark Boucher,b Singh,16,14,2,0,114.29,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Misbah-ul-Haq,lbw b Shahid Afridi,3,5,0,0,60.0,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Jacques Kallis,b Ojha,6,5,1,0,120.0,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Virat Kohli,c Bangar b Singh,38,29,1,2,131.03,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Wasim Jaffer,c Gibbs b Ojha,44,37,6,0,118.92,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Bharath Chipli,b Singh,10,7,2,0,142.86,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
,c Yadav b Styris,26,19,1,2,136.84,Inn1,Royal Challengers Bangalore,Deccan Chargers,won,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Arjun Yadav,not out,3,4,0,0,75.0,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Scott Styris,lbw b Khan,2,3,0,0,66.67,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Shahid Afridi,c Steyn b Kumar,1,2,0,0,50.0,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Rohit Sharma,c Jaffer b Kallis,57,42,5,3,135.71,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Adam Gilchrist,c Jaffer b Khan,10,11,2,0,90.91,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Sanjay Bangar,not out,17,7,0,2,242.86,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Herschelle Gibbs,c Kumble b Kumar,5,7,1,0,71.43,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
,lbw b Kumar,52,44,7,0,118.18,Inn2,Deccan Chargers,Royal Challengers Bangalore,lost,10537,16:00:00,3,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Rohan Raje,not out,6,5,1,0,120.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Ashish Nehra,not out,0,0,0,0,0.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Saurabh Tiwary,c Shoaib Malik b Mohammad Asif,9,10,1,0,90.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Shaun Pollock,c de Villiers b Mahesh,33,15,2,3,220.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Dwayne Bravo,c Mahesh b Shoaib Malik,2,4,0,0,50.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Abhishek Nayar,b Sehwag,2,6,0,0,33.33,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Dominic Thornely,b Bhatia,30,24,2,2,125.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Robin Uthappa,c Shoaib Malik b Sangwan,22,21,0,2,104.76,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Sanath Jayasuriya,b Mahesh,34,16,6,1,212.5,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
,c Sangwan b Mahesh,14,20,2,0,70.0,Inn1,Mumbai Indians,Delhi Daredevils,won,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Glenn McGrath,c Thornely b Kulkarni,0,2,0,0,0.0,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Mohammad Asif,c Nehra b Kulkarni,0,1,0,0,0.0,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Yo Mahesh,not out,3,5,0,0,60.0,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Pradeep Sangwan,c Tiwary b Nehra,2,4,0,0,50.0,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Rajat Bhatia,c Uthappa b Nehra,9,8,0,1,112.5,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Shoaib Malik,c Nayar b Pollock,24,22,1,0,109.09,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Dinesh Karthik,lbw b Bravo,28,23,3,0,121.74,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
AB de Villiers,run out (Kulkarni),21,17,2,1,123.53,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Virender Sehwag,c Pollock b Thornely,40,20,3,3,200.0,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Gautam Gambhir,c Uthappa b Nehra,1,9,0,0,11.11,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
,c Uthappa b Pollock,1,3,0,0,33.33,Inn2,Delhi Daredevils,Mumbai Indians,lost,10536,16:00:00,4,2008,5,"Dr DY Patil Sports Academy, Mumbai"
Dale Steyn,not out,1,3,0,0,33.33,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Zaheer Khan,b Chawla,0,1,0,0,0.0,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Anil Kumble,run out (Kaul),3,7,0,0,42.86,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Devraj Patil,run out (Pathan),4,1,1,0,400.0,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Praveen Kumar,c Kaul b Chawla,0,2,0,0,0.0,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Misbah-ul-Haq,lbw b Chawla,8,7,1,0,114.29,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Rahul Dravid,c Jayawardene b Singh,66,51,9,1,129.41,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Jacques Kallis,run out (Marsh),0,3,0,0,0.0,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Cameron White,b Sreesanth,0,1,0,0,0.0,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Wasim Jaffer,c Kaul b Sreesanth,0,4,0,0,0.0,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
,c Sreesanth b Pathan,34,36,5,0,94.44,Inn1,Royal Challengers Bangalore,Kings XI Punjab,lost,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Irfan Pathan,not out,17,17,1,1,100.0,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Shaun Marsh,b Khan,39,34,4,1,114.71,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Mahela Jayawardene,not out,17,22,2,0,77.27,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Yuvraj Singh,c Patil b Kumar,1,4,0,0,25.0,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Ramnaresh Sarwan,c Patil b Kumar,31,29,4,1,106.9,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
,c White b Khan,5,4,1,0,125.0,Inn2,Kings XI Punjab,Royal Challengers Bangalore,won,10532,20:00:00,5,2008,5,"M.Chinnaswamy Stadium, Bengaluru"
Manpreet Gony,not out,15,6,0,2,250.0,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
Albie Morkel,not out,29,19,1,2,152.63,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
Joginder Sharma,b Singh,16,10,1,1,160.0,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
S Badrinath,c Gibbs b Shahid Afridi,0,4,0,0,0.0,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
MS Dhoni,c Shahid Afridi b Ojha,23,31,2,0,74.19,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
Suresh Raina,c Sharma b Bangar,32,21,5,0,152.38,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
Stephen Fleming,c Sharma b Styris,14,16,2,0,87.5,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
Srikkanth Anirudha,c Shahid Afridi b Singh,1,7,0,0,14.29,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
,c Singh b Vijaykumar,4,6,1,0,66.67,Inn1,Chennai Super Kings,Deccan Chargers,lost,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
Adam Gilchrist,c Badrinath b Morkel,54,36,7,2,150.0,Inn2,Deccan Chargers,Chennai Super Kings,won,10533,20:00:00,6,2008,5,"MA Chidambaram Stadium, Chennai"
